flow_id,source_ip,destination_ip,source_port,destination_port,protocol,tls_version,ja3_fingerprint,flow_duration_ms,packet_count,avg_packet_size,packet_size_std,inter_arrival_time_ms,burstiness_score,bytes_sent,bytes_received,upload_download_ratio,dns_over_https,vpn_usage,tor_usage,failed_connection_attempts,packet_entropy,session_start_hour,weekend_access,label
5543,172.28.23.38,183.5.30.46,64236,1194,VPN,TLS1.2,ja3_14,524.28,315,798.75,165.86,11.66,0.586,133059,307534,0.433,1,1,1,4,6.404,2,0,Restricted
5544,10.255.137.67,151.51.106.118,36500,80,HTTPS,TLS1.2,ja3_20,170.34,70,439.15,78.07,19.96,0.296,20283,29811,0.68,1,0,0,2,4.646,12,0,Allowed
5545,192.168.168.254,149.3.67.191,18520,1194,TLS,TLS1.2,ja3_12,383.21,121,629.65,135.82,23.49,0.116,34129,49682,0.687,1,0,0,2,3.971,12,1,Allowed
5546,192.168.79.3,197.204.29.154,8923,9050,VPN,TLS1.2,ja3_20,542.79,323,685.71,67.72,19.77,0.657,105720,154883,0.683,1,0,1,7,6.668,10,0,Restricted
5547,10.107.21.140,160.82.43.82,48425,443,HTTPS,TLS1.3,ja3_14,744.19,668,1097.68,86.25,8.44,0.746,482023,858958,0.561,1,1,0,8,7.956,6,0,Suspicious
5548,192.168.91.176,163.158.235.229,15624,80,Tor,TLS1.2,ja3_10,610.15,568,950.13,157.61,11.29,0.621,365959,443611,0.825,1,0,1,7,7.045,6,1,Restricted
5549,172.20.136.129,75.142.8.0,29666,80,VPN,TLS1.2,ja3_17,198.51,54,578.13,151.36,16.16,0.261,16989,30233,0.562,0,0,0,1,3.593,23,1,Allowed
5550,172.29.88.224,117.49.240.19,2018,80,DoH,TLS1.2,ja3_20,264.79,206,637.16,123.5,29.04,0.315,61760,113193,0.546,0,0,0,0,4.65,18,1,Allowed
5551,192.168.48.183,113.136.18.106,57819,9050,Tor,TLS1.2,ja3_20,599.75,498,1129.28,78.04,8.4,0.899,395582,633682,0.624,1,1,0,9,7.459,6,0,Suspicious
5552,10.30.59.69,140.160.250.255,3139,853,Tor,TLS1.3,ja3_12,322.52,46,469.74,110.51,19.02,0.326,10817,13653,0.792,1,0,0,0,4.766,18,1,Allowed
5553,172.24.215.136,151.13.252.127,5346,9050,QUIC,TLS1.3,ja3_12,369.28,178,492.06,89.19,11.59,0.029,35124,58031,0.605,0,0,0,0,4.224,11,1,Allowed
5554,172.31.126.66,68.200.21.5,14929,853,VPN,TLS1.2,ja3_1,257.42,77,588.15,166.75,18.46,0.27,32115,49133,0.654,1,0,0,0,4.057,21,1,Allowed
5555,10.211.50.178,39.241.102.44,52418,1194,DoH,TLS1.2,ja3_11,725.88,356,921.45,129.43,11.82,0.702,218893,302205,0.724,1,0,1,4,6.898,10,1,Restricted
5556,10.222.68.140,151.66.193.82,8612,443,VPN,TLS1.3,ja3_1,336.98,169,538.79,113.08,26.35,0.214,55576,127288,0.437,1,0,0,0,3.492,0,1,Allowed
5557,192.168.49.83,182.135.167.81,27764,443,Tor,TLS1.3,ja3_7,775.24,841,1180.27,130.14,8.3,0.926,570127,1156874,0.493,1,1,0,11,8.078,2,1,Suspicious
5558,192.168.45.82,60.81.7.217,53748,853,QUIC,TLS1.3,ja3_12,167.77,222,616.78,149.9,16.72,0.376,88729,96099,0.923,0,0,0,0,4.228,12,1,Allowed
5559,192.168.68.126,81.140.13.23,34464,443,QUIC,TLS1.2,ja3_8,459.8,594,984.08,145.79,8.89,0.773,409826,779451,0.526,1,0,1,6,7.36,22,1,Restricted
5560,192.168.139.147,162.175.165.42,22529,9050,QUIC,TLS1.3,ja3_9,959.11,539,1025.56,135.27,7.28,0.79,222146,538513,0.413,1,1,1,8,9.179,12,0,Suspicious
5561,10.205.8.131,89.138.215.244,18608,853,DoH,TLS1.2,ja3_12,320.83,115,534.77,110.8,23.89,0.434,49196,61779,0.796,0,0,0,1,4.432,6,0,Allowed
5562,10.77.44.175,120.233.143.56,54296,1194,VPN,TLS1.3,ja3_19,1004.58,877,1234.68,102.7,9.77,0.897,447484,1060852,0.422,1,1,0,10,7.764,12,1,Suspicious
5563,10.141.111.89,221.129.35.120,34702,9050,QUIC,TLS1.2,ja3_10,717.54,473,861.71,177.99,15.38,0.585,182182,419713,0.434,1,0,1,6,6.892,3,1,Restricted
5564,10.23.169.123,198.208.173.121,28485,853,QUIC,TLS1.3,ja3_9,539.24,202,938.19,122.28,12.31,0.783,141792,154106,0.92,1,0,1,7,6.961,10,0,Restricted
5565,192.168.82.225,179.211.252.82,8949,80,HTTPS,TLS1.3,ja3_20,279.58,199,554.65,140.59,33.94,0.279,51408,84639,0.607,1,0,0,1,3.718,1,0,Allowed
5566,192.168.98.102,212.218.111.234,58641,443,VPN,TLS1.3,ja3_10,253.28,176,606.42,47.45,18.34,0.228,48034,85478,0.562,0,0,0,0,4.369,6,0,Allowed
5567,172.20.77.81,171.179.237.192,52868,853,QUIC,TLS1.3,ja3_11,752.61,506,865.26,95.52,13.29,0.478,185020,534753,0.346,1,0,1,6,7.387,14,0,Restricted
5568,172.22.197.164,125.126.194.150,13183,1194,DoH,TLS1.3,ja3_18,974.39,993,983.32,54.4,7.66,0.981,618008,948656,0.651,1,1,1,11,9.046,15,0,Suspicious
5569,172.31.46.64,222.181.153.85,26031,853,DoH,TLS1.3,ja3_15,935.41,749,1348.83,46.37,15.33,0.823,593287,1043052,0.569,1,1,0,12,7.382,16,0,Suspicious
5570,172.16.108.131,19.220.121.236,43448,1194,TLS,TLS1.2,ja3_10,333.11,190,571.01,93.0,23.58,0.394,82191,127872,0.643,0,0,0,2,4.696,3,0,Allowed
5571,192.168.24.36,145.99.237.4,32695,9050,DoH,TLS1.3,ja3_19,316.57,112,580.22,87.32,30.38,0.287,32052,90478,0.354,1,0,0,1,3.472,21,0,Allowed
5572,192.168.128.104,214.59.33.44,18804,80,DoH,TLS1.3,ja3_7,535.34,307,916.83,186.9,9.5,0.753,202592,248014,0.817,1,0,1,7,6.866,14,0,Restricted
5573,10.35.242.250,218.191.58.49,21576,1194,DoH,TLS1.2,ja3_5,718.6,429,959.43,98.82,8.7,0.684,203366,571900,0.356,1,1,1,5,7.532,0,1,Restricted
5574,10.19.16.104,204.240.123.6,61486,853,VPN,TLS1.3,ja3_10,424.61,197,481.74,117.59,34.21,0.283,74697,97237,0.768,0,0,0,1,5.011,6,0,Allowed
5575,10.146.115.75,93.51.126.187,27479,80,QUIC,TLS1.2,ja3_8,265.84,227,393.2,196.67,30.3,0.431,54020,87507,0.617,1,0,0,2,4.32,21,1,Allowed
5576,172.27.1.101,22.175.188.76,51259,80,VPN,TLS1.3,ja3_17,322.78,42,558.95,75.91,20.84,0.268,14485,32747,0.442,1,0,0,0,5.287,19,1,Allowed
5577,192.168.103.94,163.78.243.126,35060,9050,VPN,TLS1.3,ja3_8,444.17,292,948.18,113.78,7.06,0.62,136281,336227,0.405,1,0,1,5,6.438,18,0,Restricted
5578,172.20.75.91,129.54.137.193,9032,80,Tor,TLS1.2,ja3_11,937.58,805,1037.55,100.71,8.92,0.911,389536,1084651,0.359,1,1,1,5,8.002,18,0,Suspicious
5579,192.168.245.245,217.248.131.198,40994,443,Tor,TLS1.3,ja3_10,539.95,567,888.12,142.75,12.88,0.669,364414,624573,0.583,1,1,1,6,6.424,8,1,Restricted
5580,172.31.128.36,156.232.133.143,4516,9050,HTTPS,TLS1.3,ja3_10,304.13,84,600.53,146.38,31.05,0.4,31405,37939,0.828,1,0,0,2,4.116,8,1,Allowed
5581,192.168.226.135,129.123.14.197,37771,9050,TLS,TLS1.2,ja3_20,749.98,324,813.08,101.89,18.28,0.881,150361,217531,0.691,1,1,1,3,7.617,10,1,Restricted
5582,10.67.120.157,215.182.80.239,37043,9050,QUIC,TLS1.2,ja3_15,274.14,198,600.81,102.65,24.96,0.346,78550,87785,0.895,0,0,0,1,3.468,10,0,Allowed
5583,192.168.196.98,164.227.210.174,41063,443,QUIC,TLS1.3,ja3_1,873.67,1056,1148.2,114.97,7.02,0.838,499559,965128,0.518,1,1,0,12,6.872,7,1,Suspicious
5584,192.168.115.178,128.220.43.31,15991,1194,DoH,TLS1.2,ja3_1,552.06,204,756.32,109.1,7.73,0.625,66624,145911,0.457,1,0,1,5,6.944,17,1,Restricted
5585,10.197.95.222,135.94.207.12,31108,443,Tor,TLS1.3,ja3_12,413.62,240,983.56,59.09,11.59,0.73,162415,169070,0.961,1,1,1,4,6.618,0,0,Restricted
5586,172.18.104.192,199.132.199.4,55945,80,Tor,TLS1.2,ja3_11,429.88,211,526.72,162.19,27.66,0.31,51509,76080,0.677,0,0,0,0,4.574,12,1,Allowed
5587,172.27.1.82,199.18.85.169,46349,1194,Tor,TLS1.3,ja3_8,968.83,504,999.62,81.72,6.58,0.75,220959,688972,0.321,1,1,1,11,8.307,2,1,Suspicious
5588,10.84.204.170,215.161.78.111,35022,9050,HTTPS,TLS1.3,ja3_14,805.73,346,931.08,64.9,18.2,0.631,229856,300332,0.765,1,0,1,5,6.893,23,1,Restricted
5589,192.168.89.160,172.110.86.72,5611,9050,HTTPS,TLS1.2,ja3_18,444.45,414,784.92,147.04,8.2,0.702,157651,339112,0.465,1,1,1,4,7.448,12,0,Restricted
5590,172.27.137.198,106.131.132.137,16869,443,HTTPS,TLS1.2,ja3_14,589.19,360,808.53,75.93,15.43,0.822,153007,321315,0.476,1,0,1,5,6.628,4,1,Restricted
5591,172.17.41.159,198.238.82.240,20891,443,VPN,TLS1.3,ja3_13,508.66,481,835.47,133.32,8.3,0.678,171727,305159,0.563,1,1,1,4,6.709,12,1,Restricted
5592,192.168.39.152,153.253.159.138,38184,9050,DoH,TLS1.2,ja3_11,862.49,1061,1199.38,111.4,12.64,0.921,642271,1255874,0.511,1,1,1,10,7.815,7,1,Suspicious
5593,10.216.210.5,71.167.159.72,54575,1194,VPN,TLS1.3,ja3_10,411.14,154,533.3,74.65,30.62,0.198,34107,75612,0.451,0,0,0,1,4.255,3,0,Allowed
5594,10.219.141.60,168.7.105.167,25946,853,TLS,TLS1.2,ja3_3,322.53,192,539.92,150.0,25.62,0.381,57868,66215,0.874,1,0,0,2,4.521,22,0,Allowed
5595,172.30.85.21,139.135.249.93,59792,1194,VPN,TLS1.2,ja3_18,927.62,820,1007.82,5.58,9.22,0.769,456927,1035219,0.441,1,1,0,9,7.227,0,0,Suspicious
5596,172.23.27.165,198.192.78.203,54948,443,QUIC,TLS1.2,ja3_13,562.16,209,835.81,124.07,9.42,0.729,94298,184897,0.51,1,0,1,6,7.566,10,0,Restricted
5597,192.168.216.104,215.203.173.148,27198,80,DoH,TLS1.3,ja3_20,262.6,115,552.1,185.94,15.08,0.353,30140,77714,0.388,1,0,0,0,4.243,1,0,Allowed
5598,172.18.51.247,12.155.136.130,58469,853,HTTPS,TLS1.2,ja3_11,1103.0,520,1148.71,157.99,7.1,0.888,463801,392393,1.182,1,1,0,6,7.794,4,1,Suspicious
5599,172.28.109.242,97.49.144.9,59504,443,QUIC,TLS1.3,ja3_11,259.05,67,583.77,98.61,16.29,0.262,19533,29276,0.667,1,0,0,0,4.765,16,1,Allowed
5600,192.168.114.75,66.84.242.225,31312,9050,VPN,TLS1.3,ja3_3,623.06,219,896.44,124.0,8.58,0.589,111986,127996,0.875,1,0,1,5,6.385,20,0,Restricted
5601,192.168.214.245,59.147.38.82,53736,853,HTTPS,TLS1.2,ja3_11,292.14,191,521.18,89.3,25.83,0.34,39819,89212,0.446,0,0,0,0,4.382,13,1,Allowed
5602,192.168.235.19,85.126.37.241,7163,80,QUIC,TLS1.3,ja3_11,879.28,965,1108.58,145.52,1.37,0.882,430305,929355,0.463,1,1,0,7,7.413,14,1,Suspicious
5603,192.168.188.8,168.100.105.103,28166,853,VPN,TLS1.3,ja3_2,713.41,1170,1161.78,150.57,3.1,0.875,1022377,1229180,0.832,1,1,0,8,8.189,23,1,Suspicious
5604,192.168.146.160,167.122.204.9,15035,443,VPN,TLS1.3,ja3_3,278.75,234,468.58,103.1,25.91,0.259,84345,82193,1.026,0,0,0,1,3.438,20,1,Allowed
5605,10.29.12.232,25.103.66.95,42864,9050,QUIC,TLS1.2,ja3_7,769.91,753,917.84,147.77,7.91,0.918,365994,500697,0.731,1,1,0,10,8.061,8,1,Suspicious
5606,192.168.192.246,58.247.8.169,19468,9050,Tor,TLS1.2,ja3_5,243.82,61,597.35,59.96,23.34,0.205,17515,43800,0.4,1,0,0,1,3.741,21,0,Allowed
5607,192.168.237.91,184.138.130.81,49352,9050,DoH,TLS1.2,ja3_14,128.09,132,696.22,94.59,22.55,0.289,37256,74259,0.502,1,0,0,1,3.048,8,1,Allowed
5608,192.168.100.122,192.160.122.16,58216,80,VPN,TLS1.2,ja3_17,612.11,575,801.04,136.13,14.0,0.666,299791,580610,0.516,1,0,1,5,7.647,19,0,Restricted
5609,192.168.247.20,194.214.253.181,55245,1194,HTTPS,TLS1.3,ja3_9,726.29,509,816.97,88.65,9.77,0.707,242439,576450,0.421,1,1,0,8,8.157,5,1,Suspicious
5610,172.21.140.30,204.221.134.163,9240,80,Tor,TLS1.3,ja3_1,726.88,453,918.84,134.83,14.64,0.761,266151,391012,0.681,1,1,1,6,7.614,15,0,Restricted
5611,10.20.172.3,135.110.54.181,52284,80,QUIC,TLS1.3,ja3_11,1041.11,777,1085.27,158.82,7.17,0.905,455890,654483,0.697,1,1,0,8,6.879,2,0,Suspicious
5612,10.162.46.34,217.161.141.33,51789,443,DoH,TLS1.3,ja3_20,553.28,440,939.23,105.73,12.67,0.618,302222,474631,0.637,1,1,1,6,6.863,2,1,Restricted
5613,172.21.179.32,93.210.112.208,44925,1194,TLS,TLS1.3,ja3_11,330.07,100,609.34,104.88,27.82,0.203,46892,70816,0.662,0,0,0,0,4.069,8,1,Allowed
5614,172.24.64.98,192.126.167.215,9618,443,DoH,TLS1.2,ja3_14,650.29,207,821.12,125.11,14.42,0.838,70670,142748,0.495,1,0,1,3,6.688,3,0,Restricted
5615,192.168.88.199,131.44.233.49,51571,80,DoH,TLS1.2,ja3_15,839.55,415,913.76,146.57,12.15,0.697,181756,453801,0.401,1,1,1,7,7.093,4,1,Restricted
5616,172.29.56.155,192.192.171.60,16230,443,QUIC,TLS1.3,ja3_13,283.3,140,590.77,59.24,23.9,0.3,54549,92646,0.589,0,0,0,0,3.898,9,0,Allowed
5617,172.19.186.208,206.154.53.25,18814,853,VPN,TLS1.2,ja3_11,820.84,489,905.09,104.34,8.57,0.726,251649,274762,0.916,1,1,1,5,8.306,8,0,Suspicious
5618,10.56.229.141,26.211.172.220,52117,853,TLS,TLS1.3,ja3_2,234.33,214,615.41,114.17,21.53,0.362,87710,138513,0.633,0,0,0,1,3.775,15,1,Allowed
5619,172.16.238.207,186.198.76.3,45886,853,VPN,TLS1.2,ja3_2,235.36,194,525.98,115.37,32.68,0.223,70226,87776,0.8,1,0,0,1,4.48,7,1,Allowed
5620,10.83.109.45,190.57.190.209,62994,853,Tor,TLS1.2,ja3_13,953.7,210,969.25,134.58,15.17,0.794,134377,215832,0.623,1,0,1,4,7.231,4,0,Restricted
5621,192.168.167.116,209.154.87.189,51419,1194,Tor,TLS1.3,ja3_13,709.4,912,958.13,56.76,8.29,0.765,652493,1090775,0.598,1,1,1,5,7.695,4,1,Suspicious
5622,172.17.58.151,203.3.179.242,26226,1194,Tor,TLS1.3,ja3_18,748.36,263,889.27,54.79,11.81,0.535,128239,244847,0.524,1,1,1,7,6.653,22,0,Restricted
5623,192.168.212.189,186.95.162.124,39971,853,VPN,TLS1.3,ja3_7,1084.12,1105,1379.59,155.28,5.69,0.819,1128286,1883860,0.599,1,1,0,7,7.625,2,0,Suspicious
5624,192.168.74.221,153.96.216.122,6230,80,VPN,TLS1.3,ja3_15,463.69,285,783.83,90.91,13.67,0.706,153442,275464,0.557,1,1,1,7,7.365,17,1,Restricted
5625,172.25.215.231,123.60.176.214,52483,80,TLS,TLS1.3,ja3_16,636.45,344,817.53,128.7,8.54,0.731,159714,245801,0.65,1,0,1,4,7.018,5,0,Restricted
5626,192.168.253.45,34.185.90.143,1818,443,VPN,TLS1.3,ja3_12,648.51,317,1007.14,96.43,8.33,0.533,237321,243165,0.976,1,0,1,5,6.702,20,1,Restricted
5627,192.168.36.167,6.49.74.77,55587,9050,QUIC,TLS1.3,ja3_14,285.93,137,657.72,148.42,17.94,0.218,45163,88846,0.508,0,0,0,0,4.643,5,1,Allowed
5628,172.27.125.125,9.214.153.217,42988,9050,TLS,TLS1.2,ja3_6,692.99,439,1058.21,48.89,2.22,0.475,209881,390382,0.538,1,1,1,6,7.126,14,0,Restricted
5629,172.21.51.156,2.89.197.143,24399,80,DoH,TLS1.3,ja3_2,905.26,1088,979.13,100.67,6.88,0.918,725755,1114024,0.651,1,1,1,14,8.544,18,0,Suspicious
5630,172.21.89.158,184.184.188.96,32850,1194,Tor,TLS1.2,ja3_2,538.61,340,862.73,98.65,12.16,0.721,150806,392093,0.385,1,0,1,5,7.056,8,1,Restricted
5631,192.168.24.95,5.150.153.135,59132,9050,QUIC,TLS1.2,ja3_19,847.31,492,895.02,189.3,16.05,0.847,217965,454161,0.48,1,0,1,6,7.232,0,1,Restricted
5632,172.23.175.87,200.212.119.52,32481,9050,HTTPS,TLS1.2,ja3_2,980.75,970,1219.51,148.93,6.63,0.949,615545,1643107,0.375,1,1,1,13,8.0,4,1,Suspicious
5633,10.50.4.33,209.99.103.175,55071,1194,TLS,TLS1.3,ja3_8,683.84,295,888.05,154.44,12.45,0.676,132673,249759,0.531,1,1,1,6,7.079,20,0,Restricted
5634,172.23.130.155,205.43.247.42,60591,80,Tor,TLS1.2,ja3_4,676.42,577,916.64,113.41,15.22,0.746,322286,579348,0.556,1,0,1,5,6.864,2,0,Restricted
5635,172.16.207.181,28.88.250.8,50655,9050,DoH,TLS1.2,ja3_20,297.2,217,516.99,102.2,21.08,0.229,89061,89689,0.993,0,0,0,1,4.092,21,0,Allowed
5636,172.25.121.131,191.162.71.243,61829,853,DoH,TLS1.2,ja3_13,851.8,515,689.42,127.8,10.51,0.605,174695,495989,0.352,1,1,1,7,6.401,13,1,Restricted
5637,192.168.110.124,151.219.185.44,2937,9050,Tor,TLS1.2,ja3_12,392.4,229,483.4,63.1,15.83,0.307,84302,67669,1.246,0,0,0,2,4.549,5,1,Allowed
5638,172.20.91.125,81.97.119.209,9883,443,VPN,TLS1.2,ja3_4,250.14,48,518.51,41.72,28.28,0.182,13650,22583,0.604,1,0,0,1,4.636,21,0,Allowed
5639,10.105.142.104,34.204.30.96,5954,9050,TLS,TLS1.2,ja3_6,257.67,224,647.13,112.35,27.26,0.454,89330,154232,0.579,0,0,0,0,4.264,2,1,Allowed
5640,192.168.239.0,19.74.33.252,4917,9050,QUIC,TLS1.2,ja3_13,307.99,100,587.46,111.06,26.68,0.207,23538,78941,0.298,0,0,0,1,4.2,12,1,Allowed
5641,172.26.235.84,98.151.174.150,37058,9050,TLS,TLS1.3,ja3_5,261.33,138,515.48,127.58,26.59,0.306,50803,78886,0.644,0,0,0,2,4.306,17,0,Allowed
5642,10.101.49.157,134.246.189.228,10218,853,HTTPS,TLS1.3,ja3_13,365.6,141,486.43,163.07,36.84,0.21,28122,65714,0.428,1,0,0,0,4.026,23,1,Allowed
5643,172.16.46.77,169.133.86.39,8605,443,DoH,TLS1.2,ja3_13,1186.07,457,907.54,159.15,11.06,0.82,306129,409033,0.748,1,1,1,9,6.749,1,1,Suspicious
5644,172.25.114.194,160.53.148.241,33231,9050,VPN,TLS1.2,ja3_3,286.32,206,519.06,85.4,35.52,0.333,61987,144376,0.429,0,0,0,1,4.183,8,0,Allowed
5645,192.168.18.14,97.172.80.210,4953,9050,HTTPS,TLS1.2,ja3_17,748.0,336,1009.29,101.13,9.33,0.614,213187,337398,0.632,1,0,1,5,6.922,21,1,Restricted
5646,192.168.67.87,197.119.36.241,48630,443,Tor,TLS1.2,ja3_15,277.56,67,477.51,104.84,28.5,0.204,17964,22988,0.781,0,0,0,2,4.371,1,1,Allowed
5647,172.30.247.177,143.217.75.222,31495,9050,Tor,TLS1.3,ja3_18,766.09,362,897.56,71.9,8.08,0.843,220134,241888,0.91,1,1,1,3,7.076,20,1,Restricted
5648,192.168.186.42,183.67.159.28,30506,80,TLS,TLS1.2,ja3_8,161.09,105,595.48,140.04,31.57,0.471,37839,54405,0.696,1,0,0,1,4.469,12,1,Allowed
5649,192.168.232.9,223.180.226.50,42523,80,Tor,TLS1.3,ja3_16,896.09,1038,1253.17,175.62,7.75,0.82,739364,969079,0.763,1,1,1,7,7.736,19,0,Suspicious
5650,10.54.115.38,211.86.106.229,54654,80,VPN,TLS1.2,ja3_16,1052.95,537,1220.72,93.83,6.43,0.952,441420,446710,0.988,1,1,0,11,7.869,16,1,Suspicious
5651,10.68.107.247,219.20.5.41,21634,853,HTTPS,TLS1.2,ja3_18,651.52,208,1080.15,78.11,8.28,0.775,119374,187652,0.636,1,1,1,6,7.171,0,1,Restricted
5652,10.26.24.122,48.28.228.194,13711,1194,HTTPS,TLS1.2,ja3_9,330.61,172,594.1,60.05,17.15,0.444,81310,124943,0.651,0,0,0,0,3.858,19,0,Allowed
5653,172.22.172.17,221.193.37.219,56641,443,TLS,TLS1.2,ja3_5,152.87,240,496.57,142.29,15.01,0.359,80461,117034,0.688,1,0,0,1,4.3,12,1,Allowed
5654,172.16.20.241,129.188.226.55,30297,1194,HTTPS,TLS1.3,ja3_10,102.54,79,507.35,65.6,27.25,0.268,21073,43696,0.482,1,0,0,0,3.968,22,0,Allowed
5655,10.0.232.145,220.224.15.97,35692,853,QUIC,TLS1.2,ja3_4,753.3,1054,1153.86,92.48,5.02,0.905,914058,1110767,0.823,1,1,0,10,7.992,15,0,Suspicious
5656,172.21.176.27,202.14.26.44,4477,853,QUIC,TLS1.2,ja3_3,594.67,680,990.13,140.3,9.62,0.833,300163,519184,0.578,1,1,0,11,8.343,15,0,Suspicious
5657,172.23.17.71,134.125.202.166,45926,853,TLS,TLS1.2,ja3_9,777.3,1012,1116.99,108.37,12.29,0.898,578899,1495096,0.387,1,1,0,7,7.7,17,0,Suspicious
5658,172.26.23.252,104.190.27.67,58731,443,TLS,TLS1.2,ja3_12,678.93,339,915.44,142.19,10.16,0.767,173451,319664,0.543,1,1,1,5,7.134,16,0,Restricted
5659,192.168.88.224,3.64.180.152,4961,9050,QUIC,TLS1.3,ja3_16,282.11,248,658.4,138.66,20.5,0.35,99401,194934,0.51,0,0,0,2,4.376,4,0,Allowed
5660,10.175.198.234,74.41.118.82,8037,9050,VPN,TLS1.2,ja3_1,256.49,180,568.25,160.97,16.62,0.43,54084,131795,0.41,1,0,0,1,4.118,18,0,Allowed
5661,192.168.188.36,207.205.239.194,28258,9050,HTTPS,TLS1.3,ja3_5,685.2,624,1036.66,131.52,8.34,0.893,416243,862138,0.483,1,1,1,10,7.937,2,1,Suspicious
5662,172.25.183.16,180.127.225.96,32743,853,Tor,TLS1.3,ja3_4,296.71,236,438.13,90.52,25.4,0.35,50423,124515,0.405,1,0,0,0,3.924,2,0,Allowed
5663,172.22.211.27,57.27.37.183,62365,9050,VPN,TLS1.3,ja3_17,328.06,93,619.19,26.88,38.83,0.27,29827,60944,0.489,0,0,0,0,4.102,20,1,Allowed
5664,172.29.93.136,203.131.230.207,7633,1194,DoH,TLS1.2,ja3_12,242.0,58,743.14,127.76,21.18,0.344,27908,56924,0.49,1,0,0,0,4.663,19,1,Allowed
5665,10.46.40.180,209.182.29.62,13569,9050,QUIC,TLS1.2,ja3_11,321.21,247,723.63,133.89,31.27,0.381,130509,116689,1.118,1,0,0,1,3.35,5,1,Allowed
5666,172.31.58.216,201.199.0.179,36306,80,VPN,TLS1.3,ja3_16,321.02,124,544.88,99.19,24.43,0.273,50391,69704,0.723,1,0,0,1,4.309,7,1,Allowed
5667,10.4.158.214,62.138.29.66,3252,853,Tor,TLS1.2,ja3_8,215.1,214,522.76,148.71,19.3,0.387,84018,136640,0.615,1,0,0,1,4.256,21,1,Allowed
5668,10.149.63.14,108.207.162.212,7567,1194,Tor,TLS1.2,ja3_20,546.94,447,832.73,143.16,15.38,0.633,264140,399322,0.661,1,0,1,4,7.272,11,0,Restricted
5669,10.251.250.120,84.86.44.97,24036,443,VPN,TLS1.3,ja3_8,578.51,443,937.24,135.32,8.1,0.655,306151,451976,0.677,1,0,1,5,7.401,4,0,Restricted
5670,172.30.240.192,29.191.237.151,32983,9050,HTTPS,TLS1.3,ja3_19,276.31,143,558.49,166.32,31.93,0.356,48282,50203,0.962,1,0,0,0,4.049,13,0,Allowed
5671,172.19.248.100,194.94.250.247,42877,80,Tor,TLS1.3,ja3_8,482.77,525,1040.19,138.08,10.72,0.669,247099,737609,0.335,1,1,1,6,7.195,7,1,Restricted
5672,172.26.82.159,88.47.95.81,61583,80,Tor,TLS1.2,ja3_14,150.13,174,553.87,146.55,25.33,0.401,60718,102640,0.592,0,0,0,1,3.727,5,0,Allowed
5673,192.168.194.229,90.206.51.171,27081,443,Tor,TLS1.2,ja3_1,169.01,87,530.07,97.95,40.71,0.406,21785,54468,0.4,1,0,0,2,4.175,18,0,Allowed
5674,172.17.238.156,46.152.174.113,42895,80,HTTPS,TLS1.3,ja3_7,333.69,218,652.19,112.42,24.38,0.169,58862,105964,0.555,0,0,0,0,3.802,8,0,Allowed
5675,192.168.89.171,186.68.143.164,29539,80,TLS,TLS1.3,ja3_15,395.69,100,475.65,91.82,39.18,0.328,34896,61642,0.566,1,0,0,2,4.753,19,0,Allowed
5676,10.125.57.255,131.85.180.142,20343,1194,TLS,TLS1.3,ja3_15,85.28,225,350.9,72.35,29.92,0.286,50243,80089,0.627,0,0,0,0,4.577,12,0,Allowed
5677,10.34.209.17,209.60.120.206,49860,1194,HTTPS,TLS1.2,ja3_20,335.12,105,491.49,140.22,25.97,0.272,40450,44167,0.916,1,0,0,0,4.649,13,1,Allowed
5678,192.168.94.215,150.5.34.87,40522,853,HTTPS,TLS1.3,ja3_17,295.36,229,624.8,131.6,22.87,0.285,65533,182824,0.358,0,0,0,0,4.711,7,1,Allowed
5679,10.192.201.208,164.36.83.98,40610,853,VPN,TLS1.3,ja3_4,624.81,279,965.24,141.84,8.57,0.683,167264,249508,0.67,1,0,1,4,6.955,13,0,Restricted
5680,10.170.100.204,22.182.33.139,37493,1194,QUIC,TLS1.3,ja3_17,638.56,244,980.01,168.76,15.23,0.71,164623,221347,0.744,1,0,1,5,7.533,4,1,Restricted
5681,10.28.23.214,92.45.150.143,60385,853,HTTPS,TLS1.2,ja3_6,353.79,132,780.53,157.9,28.12,0.367,49342,117576,0.42,1,0,0,0,4.326,10,0,Allowed
5682,10.60.183.222,140.74.254.207,26802,9050,HTTPS,TLS1.3,ja3_1,348.03,86,530.7,127.77,23.27,0.304,21424,56420,0.38,1,0,0,0,4.098,8,0,Allowed
5683,172.23.121.244,115.2.124.165,18144,9050,DoH,TLS1.3,ja3_6,651.59,250,833.17,131.76,14.78,0.693,106659,180578,0.591,1,1,1,5,7.492,4,1,Restricted
5684,192.168.217.228,217.197.170.113,34843,1194,TLS,TLS1.3,ja3_19,369.12,163,674.94,65.25,22.39,0.375,60242,130230,0.463,1,0,0,1,3.672,5,0,Allowed
5685,10.212.133.252,143.186.217.63,31260,443,HTTPS,TLS1.3,ja3_5,210.9,94,514.43,73.44,30.92,0.399,36048,38106,0.946,0,0,0,0,3.878,20,1,Allowed
5686,172.19.169.73,56.36.149.64,2935,1194,TLS,TLS1.2,ja3_12,297.71,65,597.67,182.25,26.5,0.271,15882,39529,0.402,1,0,0,2,4.438,14,1,Allowed
