user,pc,Rapid_file_access,Out_of_Working_Hours
2364,3067,0,BENIGN
144,2979,1,BENIGN
16,2736,0,ANOMALY
245,2918,0,BENIGN
927,1700,0,BENIGN
3179,5046,0,BENIGN
2177,3073,0,BENIGN
887,5661,0,BENIGN
341,1394,0,ANOMALY
2052,4048,0,BENIGN
3399,4452,0,BENIGN
3951,1522,0,BENIGN
306,9741,0,ANOMALY
908,2468,0,BENIGN
2655,7230,0,BENIGN
3793,9116,0,BENIGN
4043,7811,0,BENIGN
1372,2421,0,BENIGN
321,8987,0,ANOMALY
4655,1285,0,BENIGN
4060,3745,0,BENIGN
1132,8108,0,BENIGN
2579,5464,0,BENIGN
4043,2445,0,BENIGN
3368,6837,0,BENIGN
818,2466,0,BENIGN
12,8167,0,BENIGN
195,9479,0,BENIGN
2538,5426,0,BENIGN
2843,6932,0,BENIGN
2230,2178,0,BENIGN
3010,3551,0,BENIGN
4752,5370,0,BENIGN
2078,7322,0,BENIGN
3868,5862,0,BENIGN
4874,6855,0,BENIGN
444,2203,0,BENIGN
298,8349,0,BENIGN
4904,7386,0,BENIGN
845,2119,0,BENIGN
1016,9388,0,BENIGN
1385,4975,0,BENIGN
1398,9717,0,BENIGN
554,2292,0,BENIGN
2351,4655,0,BENIGN
4517,5786,0,BENIGN
1270,3217,0,BENIGN
1261,7590,0,BENIGN
185,2017,0,BENIGN
4564,6176,0,ANOMALY
2411,4590,0,BENIGN
4432,9239,0,BENIGN
2210,7176,0,BENIGN
3673,7647,0,BENIGN
4684,5722,0,BENIGN
1882,7015,0,BENIGN
4297,6122,0,BENIGN
522,8683,0,BENIGN
1888,3089,0,ANOMALY
2553,3056,0,BENIGN
3810,4680,0,BENIGN
4884,5885,0,BENIGN
4156,4114,0,BENIGN
4674,8383,0,BENIGN
4417,2629,0,BENIGN
3480,2543,0,BENIGN
1410,8512,0,BENIGN
1695,6769,0,BENIGN
4665,2904,0,BENIGN
527,2436,0,BENIGN
2661,6031,0,BENIGN
2173,4317,0,BENIGN
4967,5116,0,BENIGN
280,5552,0,ANOMALY
2965,6563,0,BENIGN
3978,7123,0,BENIGN
2670,4061,0,BENIGN
2894,9089,0,BENIGN
1752,9456,0,BENIGN
3982,4731,0,BENIGN
4770,7327,0,BENIGN
2362,4317,0,BENIGN
4428,3046,0,BENIGN
4132,4144,0,BENIGN
1709,4221,0,BENIGN
2687,6064,0,BENIGN
2896,1722,0,BENIGN
4536,8775,0,BENIGN
2777,8564,0,BENIGN
1120,9275,0,BENIGN
2989,5835,0,BENIGN
4260,4819,0,BENIGN
4244,4364,0,BENIGN
195,7089,0,BENIGN
663,5318,0,BENIGN
480,7936,0,BENIGN
4219,3780,0,BENIGN
1424,8398,0,BENIGN
2709,3452,0,BENIGN
3176,6288,0,BENIGN
3815,9520,0,BENIGN
2015,1425,0,BENIGN
3790,9961,0,ANOMALY
4806,4975,0,BENIGN
2444,9799,0,BENIGN
912,7669,0,ANOMALY
3214,3124,0,BENIGN
2365,2300,0,BENIGN
3630,6015,0,BENIGN
3473,9657,0,BENIGN
681,2964,0,BENIGN
4652,6567,0,BENIGN
610,6279,0,BENIGN
2157,3360,0,ANOMALY
3867,3039,0,BENIGN
372,2184,0,BENIGN
616,4934,0,BENIGN
2254,6794,0,BENIGN
4943,9172,0,BENIGN
4139,1777,0,BENIGN
865,4379,0,BENIGN
1269,3418,0,BENIGN
785,5077,0,BENIGN
4572,3439,0,BENIGN
4179,8804,1,BENIGN
2238,6269,0,BENIGN
4055,6587,0,ANOMALY
4896,2989,0,BENIGN
936,8868,0,BENIGN
3981,1944,0,BENIGN
2339,9220,0,BENIGN
326,2897,0,BENIGN
1535,6751,0,BENIGN
3481,6150,0,BENIGN
3862,2697,0,BENIGN
1986,6885,0,BENIGN
4933,2665,0,BENIGN
4604,9951,0,BENIGN
2779,2785,0,BENIGN
1271,6948,0,BENIGN
641,3607,0,BENIGN
4704,9590,0,BENIGN
4079,3630,0,BENIGN
4662,8660,0,BENIGN
1368,1238,0,BENIGN
4043,4536,0,BENIGN
2576,4861,0,BENIGN
3604,9491,0,BENIGN
1582,8899,0,BENIGN
1987,8145,0,BENIGN
2241,6861,0,BENIGN
3967,1248,0,BENIGN
2106,5323,0,BENIGN
129,8101,0,BENIGN
4802,3860,0,BENIGN
3997,1723,1,BENIGN
852,1569,0,BENIGN
4104,9411,0,BENIGN
2077,3834,0,BENIGN
2995,8928,0,BENIGN
3745,7671,0,BENIGN
2757,3122,1,BENIGN
1645,5000,0,BENIGN
4372,4089,0,BENIGN
3145,8165,0,BENIGN
243,8210,0,BENIGN
4086,1049,0,BENIGN
171,1514,0,BENIGN
653,5671,1,ANOMALY
3513,8749,0,BENIGN
1500,2165,0,ANOMALY
2100,1414,0,BENIGN
2159,2104,0,BENIGN
1973,5858,0,BENIGN
3926,4356,0,ANOMALY
2259,3416,0,BENIGN
4040,6611,0,BENIGN
2036,6465,0,BENIGN
3272,9395,0,BENIGN
858,8192,0,BENIGN
3824,6672,0,BENIGN
1050,9260,1,BENIGN
3991,9707,1,BENIGN
299,4563,0,BENIGN
924,7383,0,BENIGN
4233,9898,0,BENIGN
4307,7833,0,BENIGN
2800,5752,0,ANOMALY
4876,9123,0,BENIGN
4063,4785,0,BENIGN
4046,9535,0,BENIGN
1803,9727,0,BENIGN
2714,9546,0,BENIGN
4507,6023,0,BENIGN
2854,1982,0,BENIGN
2658,2345,0,ANOMALY
4523,6691,0,BENIGN
3347,7002,0,BENIGN
1472,1526,0,ANOMALY
2950,7647,0,BENIGN
942,8252,0,ANOMALY
1908,1930,0,BENIGN
4838,3282,0,ANOMALY
1244,2946,0,BENIGN
4424,4360,0,BENIGN
1467,9112,1,BENIGN
3958,3925,0,BENIGN
1967,4625,0,BENIGN
376,6469,0,BENIGN
263,2223,0,BENIGN
4363,8110,0,BENIGN
3389,5992,0,ANOMALY
3396,9814,0,BENIGN
1945,5787,0,BENIGN
1894,7818,0,BENIGN
3635,5726,0,BENIGN
1653,3372,0,BENIGN
4142,4299,0,BENIGN
3893,7451,0,BENIGN
600,9583,0,BENIGN
4816,4809,0,BENIGN
1913,3407,0,BENIGN
1293,5864,0,BENIGN
601,6027,0,BENIGN
381,5260,0,BENIGN
4214,5828,0,BENIGN
3638,9772,0,BENIGN
2164,9315,0,ANOMALY
4356,2874,0,BENIGN
1099,9715,0,BENIGN
366,4123,1,BENIGN
2571,5224,0,BENIGN
3420,6254,0,BENIGN
2477,4198,0,BENIGN
791,8082,0,BENIGN
3570,2210,0,BENIGN
747,6404,0,BENIGN
313,5117,0,BENIGN
4634,6429,0,BENIGN
921,9689,0,BENIGN
1078,5758,0,BENIGN
2830,9182,0,BENIGN
2382,9916,0,BENIGN
3619,1375,0,BENIGN
798,8413,0,ANOMALY
4444,5398,1,BENIGN
273,4859,0,ANOMALY
3011,2686,0,BENIGN
4816,6012,0,BENIGN
1774,1256,0,BENIGN
2548,4600,0,BENIGN
3165,1050,0,BENIGN
4781,7590,0,BENIGN
4718,8437,0,BENIGN
947,1594,0,BENIGN
2666,5731,0,BENIGN
507,4873,0,BENIGN
244,6748,0,BENIGN
506,6237,0,BENIGN
4518,2476,0,ANOMALY
3159,5870,0,BENIGN
3591,9032,1,BENIGN
1873,4020,0,BENIGN
3794,7066,1,BENIGN
1193,9053,0,BENIGN
4426,9066,0,BENIGN
4746,9167,0,BENIGN
1465,5780,0,BENIGN
391,5045,0,BENIGN
4477,3233,0,BENIGN
3378,9117,0,BENIGN
4838,7359,0,ANOMALY
4916,5197,0,BENIGN
673,1615,0,BENIGN
2561,2566,0,BENIGN
1212,3339,0,BENIGN
930,9109,0,BENIGN
1540,8374,0,BENIGN
913,7707,0,BENIGN
644,1378,0,BENIGN
4523,4465,0,BENIGN
502,7005,0,BENIGN
730,3271,0,BENIGN
1284,2007,0,BENIGN
2119,7800,1,BENIGN
4553,1109,0,BENIGN
4387,3771,0,BENIGN
3837,4883,0,BENIGN
920,3600,0,BENIGN
4051,6518,0,BENIGN
2340,4243,0,BENIGN
756,2005,0,BENIGN
1870,1305,0,BENIGN
4473,6701,0,BENIGN
508,1958,0,BENIGN
1437,6270,1,ANOMALY
2576,8595,0,BENIGN
3427,4538,0,BENIGN
559,8020,0,BENIGN
3103,2630,0,BENIGN
4517,3603,0,ANOMALY
3623,9258,0,BENIGN
4400,1205,0,BENIGN
4058,6691,0,BENIGN
3716,7141,0,BENIGN
1302,4145,0,BENIGN
2156,4120,1,BENIGN
693,7728,0,ANOMALY
4351,9899,0,ANOMALY
1479,7030,0,BENIGN
257,1178,0,BENIGN
2431,6167,1,BENIGN
442,1112,0,BENIGN
1882,9948,0,BENIGN
2647,9350,1,BENIGN
3821,9977,0,BENIGN
4678,2803,0,BENIGN
1736,3298,0,BENIGN
3736,2542,0,BENIGN
2646,8259,0,BENIGN
19,3154,0,BENIGN
1125,9766,0,BENIGN
3986,2381,0,BENIGN
2655,6902,0,BENIGN
2081,2222,0,BENIGN
1548,2501,0,BENIGN
862,4574,0,BENIGN
155,4729,0,BENIGN
3495,8740,0,BENIGN
905,4191,0,BENIGN
1270,8476,0,BENIGN
405,2561,0,BENIGN
844,3522,0,BENIGN
1783,3391,0,BENIGN
1565,3675,0,BENIGN
1185,3183,0,BENIGN
747,9468,0,BENIGN
1726,9066,0,BENIGN
3189,3078,0,ANOMALY
271,5342,0,BENIGN
4866,2120,0,BENIGN
3957,6419,0,BENIGN
172,4370,0,BENIGN
274,2908,0,BENIGN
2307,4520,1,BENIGN
1159,5307,1,BENIGN
1707,5496,0,BENIGN
1772,5750,0,BENIGN
422,1497,0,BENIGN
1210,7991,0,BENIGN
4676,4587,0,BENIGN
891,3413,0,BENIGN
4818,4800,0,BENIGN
3268,9654,0,BENIGN
4977,7171,0,BENIGN
1474,4457,0,BENIGN
3244,9464,0,BENIGN
4479,7969,0,BENIGN
2182,2150,0,BENIGN
1450,8454,1,BENIGN
3097,6207,0,BENIGN
3257,1018,0,BENIGN
3157,4178,0,BENIGN
1591,6577,0,BENIGN
4240,5081,0,BENIGN
3982,7454,0,BENIGN
1436,9603,0,BENIGN
224,9933,0,BENIGN
220,3671,0,BENIGN
4275,7387,0,BENIGN
1655,7833,0,BENIGN
4529,3624,0,BENIGN
265,6499,0,BENIGN
954,1514,0,BENIGN
4525,1206,0,ANOMALY
3734,1947,0,BENIGN
2775,2828,0,ANOMALY
3125,7861,0,BENIGN
480,7094,0,BENIGN
3515,7345,0,BENIGN
1354,3167,0,BENIGN
3323,8979,0,BENIGN
3879,6926,0,BENIGN
890,7532,0,BENIGN
3855,6656,0,BENIGN
925,6943,0,BENIGN
2171,9793,0,BENIGN
1903,6439,0,BENIGN
4874,9903,0,BENIGN
2396,2203,0,BENIGN
29,8000,0,BENIGN
35,7639,0,BENIGN
3590,8689,0,BENIGN
2671,8513,0,BENIGN
3366,7626,0,BENIGN
589,8386,0,BENIGN
3219,4131,0,BENIGN
3139,8134,0,BENIGN
904,4730,0,BENIGN
4087,3666,0,BENIGN
2170,1549,0,BENIGN
340,5741,0,BENIGN
4271,2244,0,BENIGN
1715,5012,0,BENIGN
4693,7196,0,BENIGN
4547,5545,0,BENIGN
557,7205,0,BENIGN
3088,8190,0,BENIGN
3267,9235,0,BENIGN
3568,1658,0,BENIGN
2057,7995,0,BENIGN
3900,6776,0,BENIGN
1017,6293,0,BENIGN
2063,2691,0,BENIGN
839,8735,0,BENIGN
1638,4130,0,BENIGN
4322,8044,0,BENIGN
3497,5533,0,BENIGN
1814,6547,1,BENIGN
3480,1967,0,BENIGN
1452,2404,0,ANOMALY
2314,9677,0,BENIGN
1515,4630,0,BENIGN
1232,3968,0,BENIGN
1646,8269,0,BENIGN
3000,2579,0,BENIGN
3441,6992,0,BENIGN
4057,1050,0,BENIGN
306,7452,0,BENIGN
3537,6153,0,BENIGN
1724,7023,0,BENIGN
1690,5300,0,BENIGN
1518,3787,0,BENIGN
3918,3155,0,BENIGN
420,8019,0,BENIGN
2937,6360,0,BENIGN
3863,5230,1,BENIGN
4230,8607,0,BENIGN
1451,9598,1,BENIGN
3097,5197,0,BENIGN
3262,6412,0,BENIGN
1165,5499,0,BENIGN
1870,5909,0,ANOMALY
1820,8169,0,BENIGN
2706,4262,0,BENIGN
3516,3989,0,BENIGN
1343,8654,0,BENIGN
2227,3224,0,BENIGN
1080,6376,1,BENIGN
4207,3920,0,ANOMALY
4564,8701,0,ANOMALY
2780,7541,0,BENIGN
2529,6615,1,BENIGN
814,5315,0,BENIGN
2032,7100,1,BENIGN
323,3783,0,BENIGN
2970,3808,0,BENIGN
904,4331,0,BENIGN
1542,3178,0,BENIGN
3504,1797,0,BENIGN
2654,3846,0,BENIGN
2477,1929,0,BENIGN
3341,5818,0,BENIGN
4244,4091,0,BENIGN
1142,3262,0,ANOMALY
850,8549,0,BENIGN
367,4480,0,BENIGN
2898,4342,0,BENIGN
1090,7053,0,BENIGN
4042,8574,0,BENIGN
2039,8859,0,BENIGN
2861,5174,0,BENIGN
4271,8147,0,BENIGN
1855,5770,0,BENIGN
4684,6833,0,BENIGN
495,9205,0,BENIGN
3183,8002,0,BENIGN
1785,3293,0,BENIGN
3511,3045,0,BENIGN
3787,2037,1,BENIGN
4131,7242,0,BENIGN
999,9448,0,BENIGN
4470,7162,0,BENIGN
1452,5073,0,BENIGN
1752,2283,0,BENIGN
2281,7732,0,BENIGN
4801,6945,0,BENIGN
4659,4487,0,BENIGN
2935,3184,0,BENIGN
3735,9550,0,BENIGN
3347,4187,0,BENIGN
1874,6495,0,BENIGN
4535,3297,0,BENIGN
3804,8097,1,BENIGN
1980,9469,0,BENIGN
699,4544,0,BENIGN
1313,7831,0,BENIGN
2963,1391,0,ANOMALY
2939,1968,0,BENIGN
4788,6151,0,BENIGN
2301,5364,0,BENIGN
3198,4307,0,BENIGN
127,7125,0,BENIGN
1192,5370,0,BENIGN
2640,5838,0,ANOMALY
4390,9277,0,ANOMALY
3917,4134,0,BENIGN
1367,2054,1,BENIGN
1020,4729,0,BENIGN
4080,3669,0,BENIGN
4515,1275,0,BENIGN
4540,6717,0,BENIGN
685,9022,0,BENIGN
3630,9000,0,BENIGN
2888,1128,0,BENIGN
1463,8077,0,BENIGN
4087,5326,0,BENIGN
2262,4568,1,BENIGN
4181,8622,0,BENIGN
2842,9080,0,BENIGN
1768,3402,0,BENIGN
4181,2647,0,BENIGN
3561,4556,0,BENIGN
2113,3193,0,BENIGN
4759,4104,0,BENIGN
627,5355,0,BENIGN
4160,3134,0,BENIGN
3415,4903,0,BENIGN
1376,4613,0,ANOMALY
1182,9583,0,BENIGN
491,3279,0,BENIGN
3730,2152,0,BENIGN
3535,2294,0,BENIGN
3297,9657,0,BENIGN
1941,6289,0,BENIGN
4409,4245,0,BENIGN
1883,7068,0,BENIGN
4909,7716,0,BENIGN
2988,7654,1,BENIGN
3160,9679,0,BENIGN
4776,3938,0,BENIGN
4531,3626,0,BENIGN
682,1949,0,BENIGN
1074,5075,0,BENIGN
2388,2658,0,ANOMALY
2395,7932,0,BENIGN
2694,9053,0,BENIGN
1371,7959,0,ANOMALY
4745,2817,0,BENIGN
4341,9382,0,BENIGN
2157,1460,1,BENIGN
2581,8971,0,BENIGN
4392,7015,0,BENIGN
2160,7376,0,BENIGN
3249,3521,0,BENIGN
3732,4476,0,BENIGN
3830,3705,0,BENIGN
1628,5366,0,BENIGN
3473,1027,0,BENIGN
28,5231,0,ANOMALY
1986,7548,0,BENIGN
4154,4024,0,BENIGN
1522,2264,0,BENIGN
297,7587,0,BENIGN
2182,7577,0,BENIGN
3403,2251,0,BENIGN
2297,4870,0,BENIGN
2598,2326,0,BENIGN
902,7177,0,BENIGN
1099,1361,0,ANOMALY
1678,2218,0,BENIGN
2882,1605,0,BENIGN
4867,6959,0,ANOMALY
1379,2670,0,ANOMALY
1249,5443,0,BENIGN
3736,2277,0,BENIGN
4242,1398,0,BENIGN
1265,3172,0,BENIGN
1908,3810,0,BENIGN
1059,7274,0,ANOMALY
2750,6681,0,BENIGN
2049,3939,0,BENIGN
4249,1944,0,BENIGN
2477,6965,0,BENIGN
4017,7348,0,BENIGN
4604,8770,0,BENIGN
3198,8099,0,BENIGN
4587,2196,0,BENIGN
3554,2212,0,BENIGN
4441,1823,0,BENIGN
1762,8084,0,BENIGN
221,1535,0,BENIGN
4819,4010,0,BENIGN
4624,8537,0,ANOMALY
2889,1949,0,BENIGN
1665,1543,0,BENIGN
3987,4900,0,BENIGN
4577,5224,0,BENIGN
2978,3866,0,BENIGN
1872,3246,0,BENIGN
1463,2836,0,BENIGN
345,9268,1,ANOMALY
45,9560,0,BENIGN
2069,7976,0,BENIGN
1515,1348,1,BENIGN
2599,5601,0,BENIGN
1002,5333,0,BENIGN
1034,6399,0,BENIGN
2041,6696,0,BENIGN
274,2455,0,BENIGN
2648,3185,0,ANOMALY
1780,8436,0,ANOMALY
4477,4811,0,BENIGN
479,8309,0,BENIGN
516,9086,0,BENIGN
4287,4682,0,BENIGN
1192,2846,0,ANOMALY
2669,2854,0,BENIGN
1412,3985,0,BENIGN
3281,3894,0,BENIGN
272,8496,0,BENIGN
143,1558,0,BENIGN
3333,3896,0,ANOMALY
788,2254,0,ANOMALY
1682,2681,0,BENIGN
623,6271,0,BENIGN
3842,7283,0,BENIGN
3677,9854,0,BENIGN
2573,4325,0,BENIGN
3261,2241,0,BENIGN
4713,4143,0,BENIGN
67,4037,0,BENIGN
4287,9353,0,BENIGN
4617,2781,0,ANOMALY
1141,5675,1,BENIGN
2315,2477,0,BENIGN
2533,8148,0,BENIGN
3581,8551,0,BENIGN
1188,1106,0,BENIGN
4472,3668,0,BENIGN
4749,5935,0,BENIGN
3340,8270,0,BENIGN
549,2164,0,BENIGN
4088,2157,0,BENIGN
73,3246,0,ANOMALY
199,7653,0,ANOMALY
3202,9858,0,BENIGN
1782,8649,0,BENIGN
572,1511,0,BENIGN
791,9441,0,BENIGN
1639,1888,0,BENIGN
1832,8983,0,BENIGN
1856,9791,0,BENIGN
1175,4022,0,BENIGN
3741,3530,0,BENIGN
3278,7315,0,BENIGN
179,3064,0,BENIGN
2245,6413,0,BENIGN
4087,7537,0,BENIGN
735,4569,0,BENIGN
799,2242,0,BENIGN
788,5329,0,BENIGN
2796,2925,0,ANOMALY
4305,4395,0,ANOMALY
4589,1440,0,BENIGN
3085,6231,0,BENIGN
2919,9181,0,BENIGN
732,3743,0,BENIGN
1130,9039,0,BENIGN
3447,9198,0,BENIGN
1606,2586,0,BENIGN
3779,1825,0,BENIGN
2746,4824,0,BENIGN
3171,2268,0,BENIGN
4690,8615,0,BENIGN
2934,4436,0,BENIGN
1216,9089,0,BENIGN
325,2310,0,BENIGN
1851,1477,0,ANOMALY
1491,9906,0,BENIGN
894,3162,0,BENIGN
1391,1508,0,BENIGN
3390,8319,0,BENIGN
4240,1381,0,BENIGN
4480,2845,0,BENIGN
2264,8300,0,BENIGN
3433,9909,0,BENIGN
2372,8717,1,BENIGN
3087,9509,0,BENIGN
4313,5629,0,BENIGN
1516,6704,0,BENIGN
2918,2776,0,BENIGN
2353,9103,0,BENIGN
1168,3284,0,BENIGN
111,2244,0,BENIGN
4328,2333,0,BENIGN
3656,4669,0,BENIGN
3794,2200,0,BENIGN
1756,2794,0,BENIGN
1578,7181,0,BENIGN
1297,2454,0,ANOMALY
3775,2933,0,BENIGN
2221,1746,0,BENIGN
973,8370,0,BENIGN
1031,8973,0,BENIGN
2594,7827,0,BENIGN
3993,1792,0,ANOMALY
4614,7927,0,BENIGN
914,2267,0,BENIGN
2182,7369,0,BENIGN
3198,3690,0,BENIGN
1463,8874,0,ANOMALY
2379,1292,0,BENIGN
3455,7864,0,BENIGN
3554,5022,0,BENIGN
1308,2648,0,BENIGN
4995,6171,0,BENIGN
1190,2693,0,BENIGN
688,7710,0,BENIGN
4662,2037,0,BENIGN
1208,4852,0,ANOMALY
1895,6459,0,BENIGN
4923,8048,0,BENIGN
1812,7184,0,BENIGN
3184,2161,0,BENIGN
3798,2029,0,BENIGN
1645,1978,1,BENIGN
3969,9709,0,BENIGN
2717,9974,0,BENIGN
191,6129,0,BENIGN
1336,1137,0,BENIGN
4804,9945,1,BENIGN
3107,5808,0,BENIGN
379,3455,0,BENIGN
4483,8392,0,BENIGN
3830,9771,0,ANOMALY
616,4266,0,BENIGN
2331,5649,0,BENIGN
1755,9587,0,BENIGN
464,6253,0,BENIGN
967,6428,0,BENIGN
4268,6985,0,BENIGN
3159,3589,0,BENIGN
3625,8176,0,BENIGN
4939,4034,0,BENIGN
690,1169,0,BENIGN
2623,4239,0,BENIGN
2213,4415,0,BENIGN
383,4568,0,BENIGN
2257,4484,0,BENIGN
3811,5835,1,ANOMALY
3504,2841,0,BENIGN
1413,7878,0,BENIGN
1584,5552,0,BENIGN
372,7844,0,BENIGN
611,4026,0,BENIGN
116,7189,0,BENIGN
447,4965,0,BENIGN
1392,8184,0,BENIGN
3325,6479,0,BENIGN
1341,6380,0,ANOMALY
4511,2146,0,ANOMALY
2940,5326,0,BENIGN
3700,1111,1,ANOMALY
1074,1592,0,BENIGN
4814,8413,0,BENIGN
3570,9179,0,BENIGN
3151,2238,0,BENIGN
1606,6983,0,BENIGN
4658,3794,0,BENIGN
2295,4598,0,BENIGN
3663,4803,0,BENIGN
4483,2526,0,BENIGN
4798,8909,0,BENIGN
984,2969,0,BENIGN
352,2502,0,BENIGN
1725,5467,0,BENIGN
1952,7407,0,BENIGN
1280,9301,0,BENIGN
1908,3354,0,BENIGN
4849,6319,0,BENIGN
1025,1225,0,BENIGN
546,4011,0,BENIGN
4175,5126,0,BENIGN
2382,1613,0,BENIGN
889,1098,0,BENIGN
1106,6458,0,ANOMALY
2550,6916,0,BENIGN
1991,4337,0,BENIGN
3999,3699,0,BENIGN
3776,6917,0,BENIGN
2813,8517,0,BENIGN
921,2019,0,BENIGN
4646,4025,0,BENIGN
2062,4528,0,BENIGN
4488,4886,0,BENIGN
3640,7231,0,BENIGN
3166,6182,0,BENIGN
4436,6578,0,BENIGN
2645,7729,0,BENIGN
4853,7961,0,BENIGN
1046,7013,0,BENIGN
3557,1796,0,BENIGN
2682,2957,0,BENIGN
3200,4066,0,BENIGN
939,3680,0,BENIGN
4944,5441,0,ANOMALY
442,3948,0,BENIGN
2551,4731,1,BENIGN
4226,2101,0,BENIGN
597,6484,0,BENIGN
1506,5231,0,ANOMALY
862,9983,0,BENIGN
2641,1981,0,BENIGN
3732,6170,0,BENIGN
1552,9935,0,BENIGN
3237,3431,0,BENIGN
1737,9566,0,BENIGN
1450,7349,0,BENIGN
265,4897,0,BENIGN
2660,8548,0,BENIGN
2722,2991,0,BENIGN
1463,3928,1,BENIGN
4253,6430,0,BENIGN
1446,4446,0,BENIGN
2299,7775,0,BENIGN
2926,9783,0,BENIGN
1633,6161,0,BENIGN
2375,3569,0,BENIGN
4991,3872,0,BENIGN
513,2335,0,BENIGN
216,6413,0,BENIGN
3332,1112,0,BENIGN
2173,4772,0,BENIGN
3154,6294,0,BENIGN
1707,2987,0,BENIGN
2107,5829,0,BENIGN
1568,2985,0,BENIGN
2209,6091,0,BENIGN
2332,1252,0,BENIGN
2154,9315,0,BENIGN
1129,1623,0,BENIGN
3511,4156,0,BENIGN
4324,4389,0,BENIGN
3654,4417,0,BENIGN
2366,3945,0,BENIGN
4898,9632,0,BENIGN
2922,3092,0,BENIGN
4568,3705,0,BENIGN
1080,4759,0,BENIGN
3512,6112,0,BENIGN
2742,1553,0,BENIGN
3021,5904,0,ANOMALY
229,2112,0,ANOMALY
171,3777,0,BENIGN
295,8097,0,BENIGN
4285,2314,0,BENIGN
426,4493,1,ANOMALY
919,9290,0,BENIGN
3254,8473,0,BENIGN
499,8015,0,BENIGN
2810,6710,0,BENIGN
4962,2222,0,BENIGN
826,5583,0,BENIGN
3780,6520,0,BENIGN
1859,8872,0,BENIGN
2119,9668,0,BENIGN
146,6431,0,BENIGN
4566,2705,0,BENIGN
3578,1517,0,BENIGN
193,2220,0,BENIGN
3889,3506,0,BENIGN
52,5325,0,BENIGN
2411,6479,0,ANOMALY
1821,8436,0,BENIGN
2965,4090,0,BENIGN
2522,7497,0,BENIGN
1870,6168,0,BENIGN
2569,7993,0,BENIGN
1868,1973,0,BENIGN
2739,6277,0,BENIGN
3270,9257,0,BENIGN
3200,7092,0,BENIGN
2580,3906,0,BENIGN
4006,1570,0,ANOMALY
4936,1307,0,BENIGN
241,4742,0,BENIGN
3441,9974,1,BENIGN
4632,1765,0,BENIGN
1408,9964,0,BENIGN
3503,8814,0,BENIGN
4039,8735,0,BENIGN
83,9036,0,BENIGN
3769,8596,0,BENIGN
951,1539,0,BENIGN
611,8985,0,ANOMALY
4670,3049,0,BENIGN
3606,4283,0,BENIGN
4555,5675,0,BENIGN
3284,2663,0,BENIGN
2174,7476,0,BENIGN
3485,4439,0,BENIGN
1523,9697,0,BENIGN
2602,8143,0,BENIGN
2658,4247,0,BENIGN
2160,4500,0,BENIGN
2450,2910,0,BENIGN
3831,1732,0,BENIGN
122,4513,0,BENIGN
4369,5609,0,BENIGN
1318,5456,0,BENIGN
4494,4335,0,BENIGN
2519,9168,0,BENIGN
1231,8056,0,BENIGN
1134,3753,0,BENIGN
1302,2372,0,BENIGN
4035,4376,0,BENIGN
1911,9481,0,BENIGN
1506,1063,0,BENIGN
3186,4945,0,BENIGN
1917,1329,0,BENIGN
4916,5858,0,BENIGN
3549,2963,0,BENIGN
2758,4088,0,BENIGN
1957,1140,0,BENIGN
179,5539,0,BENIGN
897,3473,0,BENIGN
1552,6594,0,BENIGN
492,4903,0,BENIGN
61,6364,0,BENIGN
1078,1449,0,BENIGN
2896,5446,0,BENIGN
4161,5694,0,ANOMALY
3684,5806,0,BENIGN
586,1869,0,BENIGN
3961,7079,0,BENIGN
3771,8307,0,BENIGN
535,4659,0,BENIGN
3463,4602,0,BENIGN
4012,9584,0,BENIGN
3399,3448,0,BENIGN
2156,8592,0,BENIGN
1005,3953,0,BENIGN
2500,6131,0,BENIGN
327,2358,0,BENIGN
4704,9219,0,ANOMALY
2707,1387,0,BENIGN
2,1832,0,BENIGN
1034,9441,0,BENIGN
2482,5193,0,BENIGN
125,2838,0,BENIGN
1105,1891,0,BENIGN
2700,6588,0,BENIGN
1862,2305,0,BENIGN
2921,6283,0,BENIGN
129,5548,0,BENIGN
438,5192,0,BENIGN
4847,7452,0,BENIGN
2549,9453,0,BENIGN
3130,3340,0,BENIGN
1222,2793,0,BENIGN
902,7394,1,BENIGN
3169,1324,0,BENIGN
4487,8848,0,BENIGN
3919,9114,0,BENIGN
1068,7644,0,BENIGN
27,5782,0,BENIGN
548,4137,0,ANOMALY
2669,4898,0,BENIGN
567,1835,0,BENIGN
704,5154,0,BENIGN
4281,3778,0,BENIGN
3141,7409,0,BENIGN
1591,5313,0,BENIGN
4944,6646,0,ANOMALY
4695,8608,0,BENIGN
806,4721,0,BENIGN
3792,8911,0,BENIGN
1358,2671,0,BENIGN
3226,1916,0,BENIGN
3619,6588,0,BENIGN
2127,7496,1,BENIGN
2461,2836,0,BENIGN
546,3138,0,BENIGN
2729,5007,0,BENIGN
3735,2905,0,BENIGN
2563,4989,0,BENIGN
2080,4485,0,BENIGN
2642,5797,0,ANOMALY
3115,3732,0,BENIGN
1927,8714,0,BENIGN
617,2321,0,BENIGN
3645,4354,0,BENIGN
1204,8101,0,BENIGN
1760,5743,0,BENIGN
2566,9951,1,BENIGN
3175,8014,0,BENIGN
3082,4412,0,BENIGN
2631,8825,0,BENIGN
3162,2357,0,ANOMALY
4322,4481,0,BENIGN
670,2766,0,BENIGN
3169,9219,0,BENIGN
2122,8163,0,BENIGN
4079,3470,0,BENIGN
4152,1159,0,BENIGN
